automated_name	n_proteins	detected_in_input	detected_in_phospho	detected_in_input_norm_phospho
c96530-g1 (Copper/zinc superoxide dismutase (SODC)) - emapper OG	1	TRUE	FALSE	FALSE
c96532-g1 1-to-1 PPP5C protein phosphatase 5 catalytic subunit	1	TRUE	TRUE	TRUE
c96536-g1 (KR domain) - emapper OG	1	TRUE	FALSE	FALSE
c96537-g1 RDH12 (retinol dehydrogenase) - emapper OG	1	TRUE	FALSE	FALSE
c96540-g1 1-to-2 RALGAPA2,RALGAPA1 Ral GTPase activating protein catalytic alpha subunit 2	2	TRUE	TRUE	TRUE
c96541-g1 2-to-2 UBN1,UBN2 ubinuclein 1	2	TRUE	TRUE	FALSE
c96548-g1 UBE2S (ubiquitin-conjugating enzyme E2S) - emapper OG	1	TRUE	FALSE	FALSE
c96559-g1 1-to-1 PRKX protein kinase, X-linked	1	TRUE	FALSE	FALSE
c96560-g1 CEVI57, Solanum lycopersicum	1	TRUE	FALSE	FALSE
c96567-g1 1-to-1 MSH2 mutS homolog 2	1	TRUE	FALSE	FALSE
c96568-g1 hs-LY86,LY96,NPC2,GM2A	1	TRUE	FALSE	FALSE
c96580-g1 lia1, Emericella nidulans (strain FGSC A4 / ATCC 3..	2	TRUE	TRUE	FALSE
c96582-g1 1-to-1 SUZ12 SUZ12 polycomb repressive complex 2 subunit	2	TRUE	TRUE	TRUE
c96583-g1 1-to-2 ABHD12B,ABHD12 abhydrolase domain containing 12B	1	TRUE	FALSE	FALSE
c96584-g1 1-to-3 KIF2B,KIF2C,KIF2A kinesin family member 2B	2	TRUE	TRUE	TRUE
c96586-g1 1-to-1 RPF1 ribosome production factor 1 homolog	1	TRUE	FALSE	FALSE
c96597-g1 1-to-1 TMEM33 transmembrane protein 33	1	TRUE	FALSE	FALSE
c96598-g1 ITK (Tyrosine kinase) - emapper OG	1	TRUE	FALSE	FALSE
c96599-g1 1-to-1 POLR3E RNA polymerase III subunit E	1	TRUE	TRUE	TRUE
c96600-g1 hs-PSMG1	1	TRUE	TRUE	TRUE
c96606-g1 1-to-2 GMPR,GMPR2 guanosine monophosphate reductase	1	TRUE	FALSE	FALSE
c96607-g1	1	TRUE	FALSE	FALSE
c96612-g1	1	TRUE	TRUE	TRUE
c96616-g1 2-to-1 RAB21 RAB21, member RAS oncogene family	1	TRUE	FALSE	FALSE
c96617-g1 1-to-2 DNAJC15,DNAJC19 DnaJ heat shock protein family (Hsp40) member C15	1	TRUE	FALSE	FALSE
c96624-g1 (Speckle-type POZ) - emapper OG	1	TRUE	FALSE	FALSE
c96628-g1	1	TRUE	FALSE	FALSE
c96630-g1 (NAD binding dehydrogenase family protein) - emapper OG	1	TRUE	FALSE	FALSE
c96631-g1 1-to-1 PRKRIP1 PRKR interacting protein 1 (IL11 inducible)	1	TRUE	TRUE	TRUE
c96636-g1 1-to-1 LRRK2 leucine rich repeat kinase 2	1	TRUE	TRUE	TRUE
c96640-g2 FSCN1 (fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)) - emapper	1	TRUE	TRUE	TRUE
c96644-g1 1-to-1 CHRAC1 chromatin accessibility complex 1	1	TRUE	TRUE	TRUE
c96655-g1 NDUFAF5 (NADH dehydrogenase (ubiquinone) complex I, assembly factor 5) - emapper OG	1	TRUE	TRUE	TRUE
c96657-g1 hs-PHETA2,PHETA1,PLEKHN1,PLEKHB1,PHLDA2	1	TRUE	FALSE	FALSE
c96662-g1 (Inherit from KOG: Ribosomal protein) - emapper OG	2	TRUE	TRUE	TRUE
c96669-g1 CDKL3 (Cyclin-dependent kinase-like) - emapper OG	1	FALSE	TRUE	FALSE
c96672-g1 hs-MEST,EPHX4,EPHX3,ABHD5,ABHD4,ABHD11,PPME1,ABHD6,LI..	1	TRUE	FALSE	FALSE
c96673-g1 CCT2 (Chaperonin containing TCP1, subunit 2 (Beta)) - emapper OG	2	TRUE	TRUE	TRUE
c96677-g1 SF3A3 (Splicing factor 3A subunit 3) - emapper OG	2	TRUE	TRUE	TRUE
c96679-g1 1-to-1 USE1 unconventional SNARE in the ER 1	1	FALSE	TRUE	FALSE
c96681-g1 CLTA (clathrin, light chain) - emapper OG	1	TRUE	TRUE	TRUE
c96684-g1 (intersectin 2) - emapper OG	1	TRUE	TRUE	TRUE
c96689-g1 FG04686.1 (Potassium voltage-gated channel, shaker-related subfamily, beta member) - emapper OG	1	TRUE	TRUE	TRUE
c96693-g1 hs-LIMD2	1	TRUE	TRUE	TRUE
c96694-g1 hs-CACNG6,ODF4	1	FALSE	TRUE	FALSE
c96696-g1	1	TRUE	TRUE	TRUE
c96697-g1 1-to-1 WDR4 WD repeat domain 4	1	TRUE	TRUE	TRUE
c96698-g1 1-to-1 NUDT14 nudix hydrolase 14	1	TRUE	FALSE	FALSE
c96699-g1	1	TRUE	TRUE	TRUE
c96699-g2	1	TRUE	FALSE	FALSE
c96700-g1 1-to-1 ASPDH aspartate dehydrogenase domain containing	1	TRUE	TRUE	TRUE
c96701-g1 1-to-1 POP4 POP4 homolog, ribonuclease P/MRP subunit	1	TRUE	FALSE	FALSE
c96703-g1 1-to-1 PHF10 PHD finger protein 10	2	TRUE	TRUE	TRUE
c96706-g1 1-to-1 ASZ1 ankyrin repeat, SAM and basic leucine zipper domain containing 1	2	TRUE	TRUE	TRUE
c96711-g1 1-to-2 MLXIP,MLXIPL MLX interacting protein	1	TRUE	TRUE	TRUE
c96714-g1 FG10841.1 (Ubiquitin-conjugating enzyme E2Q family member) - emapper OG	1	TRUE	FALSE	FALSE
c96718-g1 1-to-1 NARS2 asparaginyl-tRNA synthetase 2, mitochondrial (putative)	1	TRUE	FALSE	FALSE
c96719-g1 1-to-1 DNAJA2 DnaJ heat shock protein family (Hsp40) member A2	1	TRUE	TRUE	TRUE
c96722-g1	1	FALSE	TRUE	FALSE
c96723-g1 ARSB (oculocutaneous albinism II) - emapper OG	1	TRUE	TRUE	TRUE
c96726-g1 11-to-3 INMT,PNMT,NNMT indolethylamine N-methyltransferase	1	TRUE	FALSE	FALSE
c96727-g1 1-to-1 IMP4 IMP4, U3 small nucleolar ribonucleoprotein	1	TRUE	FALSE	FALSE
c96728-g1	1	TRUE	TRUE	TRUE
c96737-g1 CHD64 (transgelin) - emapper OG	1	TRUE	TRUE	TRUE
c96737-g2 (Calponin family repeat) - emapper OG	1	TRUE	FALSE	FALSE
c96738-g1 1-to-1 STX17 syntaxin 17	1	TRUE	FALSE	FALSE
c96741-g1 CRYBA2, Gallus gallus	1	TRUE	FALSE	FALSE
c96743-g1 1-to-2 ABHD16B,ABHD16A abhydrolase domain containing 16B	1	TRUE	FALSE	FALSE
c96747-g1 1-to-1 DESI2 desumoylating isopeptidase 2	1	TRUE	FALSE	FALSE
c96749-g1 1-to-1 WWOX WW domain containing oxidoreductase	1	TRUE	FALSE	FALSE
c96753-g3	1	TRUE	TRUE	TRUE
c96755-g1 1-to-1 ZMPSTE24 zinc metallopeptidase STE24	1	TRUE	TRUE	TRUE
c96759-g1 1-to-2 ACBD5,ACBD4 acyl-CoA binding domain containing 5	1	TRUE	FALSE	FALSE
c96760-g1 1-to-1 CDC16 cell division cycle 16	1	TRUE	FALSE	FALSE
c96762-g3 1-to-2 MYO9A,MYO9B myosin IXA	1	FALSE	TRUE	FALSE
c96762-g5 1-to-2 MYO9A,MYO9B myosin IXA	1	TRUE	TRUE	TRUE
c96764-g1	1	TRUE	FALSE	FALSE
c96764-g2 1-to-1 HAUS5 HAUS augmin like complex subunit 5	1	TRUE	FALSE	FALSE
c96769-g1 1-to-1 SAV1 salvador family WW domain containing protein 1	2	FALSE	TRUE	FALSE
c96780-g1 1-to-1 PSMD7 proteasome 26S subunit, non-ATPase 7	1	TRUE	TRUE	TRUE
c96783-g1 SH3PXD2B (SH3 and PX domains) - emapper OG	1	TRUE	TRUE	TRUE
c96787-g1 1-to-1 NUP37 nucleoporin 37	1	TRUE	FALSE	FALSE
c96789-g1 1-to-1 YEATS4 YEATS domain containing 4	1	TRUE	FALSE	FALSE
c96793-g1 RSL24D1 (ribosomal L24 domain containing 1) - emapper OG	1	TRUE	TRUE	TRUE
c96796-g1 1-to-1 SPART spartin	2	TRUE	TRUE	TRUE
c96801-g1 1-to-1 LIN52 lin-52 DREAM MuvB core complex component	1	FALSE	TRUE	FALSE
c96802-g1 1-to-1 KIAA0930 KIAA0930	1	TRUE	TRUE	TRUE
c96804-g1 PAQR5 (Progestin and adipoQ receptor family member) - emapper OG	1	TRUE	FALSE	FALSE
c96807-g1 1-to-1 TRMT13 tRNA methyltransferase 13 homolog	1	TRUE	FALSE	FALSE
c96808-g2 2-to-3 ARHGEF1,ARHGEF11,ARHGEF12 Rho guanine nucleotide exchange factor 1	1	TRUE	FALSE	FALSE
c96810-g1	2	TRUE	TRUE	FALSE
c96813-g1 C19ORF60 (chromosome 19 open reading frame 60) - emapper OG	1	TRUE	TRUE	TRUE
c96814-g1 1-to-1 AK8 adenylate kinase 8	1	TRUE	FALSE	FALSE
c96816-g2 1-to-1 GOSR2 golgi SNAP receptor complex member 2	1	TRUE	TRUE	TRUE
c96818-g1 1-to-1 PELO pelota mRNA surveillance and ribosome rescue factor	1	TRUE	FALSE	FALSE
c96821-g1 2-to-1 PNPO pyridoxamine 5'-phosphate oxidase	1	TRUE	TRUE	TRUE
c96825-g1 (Mitochondrial import receptor subunit Tom22) - emapper OG	1	TRUE	FALSE	FALSE
c96826-g1 1-to-1 GTF3C5 general transcription factor IIIC subunit 5	1	TRUE	FALSE	FALSE
c96830-g1 2-to-1 FAM118A family with sequence similarity 118 member A	1	FALSE	TRUE	FALSE
c96831-g1 2-to-1 ASTE1 asteroid homolog 1	1	TRUE	FALSE	FALSE
c96834-g1 1-to-2 AJUBA,WTIP ajuba LIM protein	1	TRUE	TRUE	TRUE
c96842-g1 1-to-1 MED6 mediator complex subunit 6	1	TRUE	FALSE	FALSE
c96846-g1 (Sterile alpha motif (SAM)/Pointed domain) - emapper OG	1	TRUE	TRUE	TRUE
c96848-g2	1	FALSE	TRUE	FALSE
c96850-g1 1-to-1 TPRKB TP53RK binding protein	1	TRUE	FALSE	FALSE
c96852-g1 1-to-1 UPRT uracil phosphoribosyltransferase homolog	1	TRUE	FALSE	FALSE
c96856-g2 2-to-3 MYO5C,MYO5B,MYO5A myosin VC	1	FALSE	TRUE	FALSE
c96857-g1 1-to-1 KMO kynurenine 3-monooxygenase	1	TRUE	TRUE	TRUE
c96863-g1 4-to-2 PTPRF,PTPRD protein tyrosine phosphatase, receptor type F	1	TRUE	TRUE	TRUE
c96865-g1 1-to-2 RRAGB,RRAGA Ras related GTP binding B	3	TRUE	TRUE	TRUE
c96866-g1 1-to-1 POC5 POC5 centriolar protein	1	FALSE	TRUE	FALSE
c96867-g1 LSM1 (LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)) - emapper OG	1	TRUE	FALSE	FALSE
c96870-g1 1-to-1 VTI1A vesicle transport through interaction with t-SNAREs 1A	1	TRUE	TRUE	TRUE
c96874-g3	1	TRUE	FALSE	FALSE
c96875-g1	1	TRUE	TRUE	TRUE
c96881-g1 hs-BBLN,HSBP1L1,BRK1,HSBP1	1	TRUE	FALSE	FALSE
c96888-g1 1-to-1 ZNF106 zinc finger protein 106	2	TRUE	TRUE	TRUE
c96889-g1 DUSP6 (Dual specificity protein phosphatase) - emapper OG	1	FALSE	TRUE	FALSE
c96891-g1 hs-KTI12,PSTK	1	TRUE	FALSE	FALSE
c96892-g1	1	TRUE	FALSE	FALSE
c96892-g2 1-to-3 PI4K2B,PI4K2A,AL355315.1 phosphatidylinositol 4-kinase type 2 beta	1	TRUE	FALSE	FALSE
c96893-g1 1-to-1 MRPS2 mitochondrial ribosomal protein S2	1	TRUE	TRUE	TRUE
c96894-g1 (C-terminal domain of 1-Cys peroxiredoxin) - emapper OG	1	TRUE	FALSE	FALSE
c96897-g1 APLF (aprataxin and PNKP like factor) - emapper OG	1	TRUE	TRUE	TRUE
c96908-g1 1-to-1 CMTR1 cap methyltransferase 1	2	TRUE	TRUE	TRUE
c96912-g1 1-to-1 THOC7 THO complex 7	1	TRUE	FALSE	FALSE
c96914-g1	1	FALSE	TRUE	FALSE
c96916-g1 1-to-1 GUK1 guanylate kinase 1	1	TRUE	FALSE	FALSE
c96919-g1 hs-GADD45GIP1	1	TRUE	FALSE	FALSE
c96920-g1	1	TRUE	TRUE	TRUE
c96924-g1 1-to-1 BET1L Bet1 golgi vesicular membrane trafficking protein like	1	TRUE	FALSE	FALSE
c96925-g1 (Inherit from opiNOG: glycine-rich RNA binding protein) - emapper OG	2	TRUE	TRUE	TRUE
c96927-g1 UOX (Catalyzes the oxidation of uric acid to 5- hydroxyisourate, which is further processed to form	1	TRUE	FALSE	FALSE
c96929-g1 1-to-1 NPLOC4 NPL4 homolog, ubiquitin recognition factor	1	TRUE	TRUE	TRUE
c96939-g1 1-to-2 IDI2,IDI1 isopentenyl-diphosphate delta isomerase 2	1	TRUE	FALSE	FALSE
c96941-g1 1-to-1 RINT1 RAD50 interactor 1	1	TRUE	FALSE	FALSE
c96942-g1 1-to-1 HAT1 histone acetyltransferase 1	1	TRUE	FALSE	FALSE
c96943-g1 ADH5 (alcohol dehydrogenase) - emapper OG	1	TRUE	FALSE	FALSE
c96945-g1 1-to-1 KRR1 KRR1, small subunit processome component homolog	2	TRUE	FALSE	FALSE
c96947-g1 1-to-1 CDC20 cell division cycle 20	1	FALSE	TRUE	FALSE
c96953-g1 1-to-1 HSPD1 heat shock protein family D (Hsp60) member 1	1	TRUE	TRUE	TRUE
c96956-g1 1-to-2 MON1B,MON1A MON1 homolog B, secretory trafficking associated	1	TRUE	FALSE	FALSE
c96960-g1 RANBP3 (RAN binding protein 3) - emapper OG	1	TRUE	TRUE	TRUE
c96966-g1 1-to-1 IFT46 intraflagellar transport 46	1	FALSE	TRUE	FALSE
c96968-g1 hs-PTTG1IP,SHISA4,TMEM9B,TMEM9,FAM174B,BAMBI,CYYR1,SH..	1	TRUE	FALSE	FALSE
c96973-g1 1-to-3 PHC2,PHC3,PHC1 polyhomeotic homolog 2	2	TRUE	TRUE	TRUE
c96984-g1 hs-UQCRQ,COA3,SMIM8,ATP5MF,TRIQK,ZNF593OS	1	TRUE	FALSE	FALSE
c96990-g1 1-to-1 IPO9 importin 9	1	FALSE	TRUE	FALSE
c96994-g1 1-to-2 PLEKHF2,PLEKHF1 pleckstrin homology and FYVE domain containing 2	1	TRUE	FALSE	FALSE
c96995-g1 1-to-1 NDC1 NDC1 transmembrane nucleoporin	1	TRUE	FALSE	FALSE
c96997-g1 1-to-1 NFU1 NFU1 iron-sulfur cluster scaffold	1	TRUE	FALSE	FALSE
c97000-g1	1	FALSE	TRUE	FALSE
c97004-g1 (Ubiquitin fusion degradation protein) - emapper OG	3	TRUE	TRUE	TRUE
c97011-g1 (Sorbitol dehydrogenase) - emapper OG	1	TRUE	FALSE	FALSE
c97012-g1 1-to-1 CIAO1 cytosolic iron-sulfur assembly component 1	1	TRUE	FALSE	FALSE
c97014-g1	1	TRUE	TRUE	TRUE
c97015-g1 1-to-1 SCNM1 sodium channel modifier 1	1	FALSE	TRUE	FALSE
c97018-g1 1-to-1 ALDH8A1 aldehyde dehydrogenase 8 family member A1	2	TRUE	FALSE	FALSE
c97020-g1 1-to-2 COPZ1,COPZ2 coatomer protein complex subunit zeta 1	1	TRUE	TRUE	TRUE
c97021-g1 1-to-1 TTN titin	1	FALSE	TRUE	FALSE
c97022-g1 (Metallopeptidase M20 family) - emapper OG	1	TRUE	TRUE	TRUE
c97024-g1 ARHGEF33 (Rho guanine nucleotide exchange factor (GEF) 33) - emapper OG	1	FALSE	TRUE	FALSE
c97025-g1	1	TRUE	FALSE	FALSE
c97025-g2 FG02816.1 (von Willebrand factor, type A) - emapper OG	1	TRUE	FALSE	FALSE
c97027-g1 1-to-2 SENP2,SENP1 SUMO1/sentrin/SMT3 specific peptidase 2	2	TRUE	TRUE	TRUE
c97030-g1 1-to-1 UFM1 ubiquitin fold modifier 1	1	TRUE	FALSE	FALSE
c97033-g1 RAB8B (member RAS oncogene family) - emapper OG	1	TRUE	FALSE	FALSE
c97036-g1 1-to-2 E2F4,E2F5 E2F transcription factor 4	1	TRUE	FALSE	FALSE
c97038-g1 1-to-2 GRPEL1,GRPEL2 GrpE like 1, mitochondrial	1	TRUE	TRUE	TRUE
c97039-g1 fam219a, Danio rerio	1	FALSE	TRUE	FALSE
c97043-g1 1-to-4 CLK4,CLK2,CLK3,CLK1 CDC like kinase 4	2	TRUE	TRUE	TRUE
c97046-g1 hs-SPIN4	1	TRUE	FALSE	FALSE
c97051-g2 (Ankyrin Repeat) - emapper OG	1	TRUE	FALSE	FALSE
c97052-g1 2-to-2 RALA,RALB RAS like proto-oncogene A	1	TRUE	TRUE	TRUE
c97055-g1	1	FALSE	TRUE	FALSE
c97058-g1 1-to-1 MTRR 5-methyltetrahydrofolate-homocysteine methyltransferase reductase	1	TRUE	FALSE	FALSE
c97060-g1 PITHD1 (PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1) - e	2	TRUE	FALSE	FALSE
c97063-g1 1-to-1 PYM1 PYM homolog 1, exon junction complex associated factor	1	TRUE	TRUE	TRUE
c97068-g1 (ras-related protein) - emapper OG	1	FALSE	TRUE	FALSE
c97071-g1 1-to-1 DNAJC21 DnaJ heat shock protein family (Hsp40) member C21	1	TRUE	FALSE	FALSE
c97071-g4 ECU02_0310, Encephalitozoon cuniculi (strain GB-M1..	1	TRUE	FALSE	FALSE
c97076-g1 GPSM2 (G-protein signaling modulator) - emapper OG	1	FALSE	TRUE	FALSE
c97080-g1 (G- protein-coupled receptor) - emapper OG	1	TRUE	FALSE	FALSE
c97083-g4 hs-MFAP5	1	TRUE	FALSE	FALSE
c97084-g1 1-to-1 AGBL5 ATP/GTP binding protein like 5	1	FALSE	TRUE	FALSE
c97086-g1 CERK (ceramide kinase) - emapper OG	2	TRUE	TRUE	TRUE
c97087-g2 1-to-1 NUP155 nucleoporin 155	1	TRUE	FALSE	FALSE
c97088-g1 1-to-1 HDDC2 HD domain containing 2	1	TRUE	FALSE	FALSE
c97090-g3 BORA (bora, aurora kinase A activator) - emapper OG	1	FALSE	TRUE	FALSE
c97091-g1 1-to-1 PSMG2 proteasome assembly chaperone 2	1	TRUE	FALSE	FALSE
c97092-g1 1-to-2 HAUS4,AL132780.3 HAUS augmin like complex subunit 4	1	TRUE	FALSE	FALSE
c97093-g1 1-to-1 WDR77 WD repeat domain 77	1	TRUE	FALSE	FALSE
c97094-g1 1-to-1 ABHD11 abhydrolase domain containing 11	1	TRUE	FALSE	FALSE
c97095-g1 1-to-3 RASEF,CRACR2A,RAB44 RAS and EF-hand domain containing	3	TRUE	TRUE	TRUE
c97097-g1 1-to-1 ZZZ3 zinc finger ZZ-type containing 3	1	TRUE	TRUE	TRUE
c97104-g1 1-to-1 POLR2E RNA polymerase II subunit E	1	TRUE	FALSE	FALSE
c97106-g1	1	TRUE	FALSE	FALSE
c97108-g1	1	TRUE	FALSE	FALSE
c97109-g1 1-to-1 GPALPP1 GPALPP motifs containing 1	1	TRUE	FALSE	FALSE
c97114-g1 pob1, Schizosaccharomyces pombe (strain 972 / ATCC..	1	FALSE	TRUE	FALSE
c97118-g1 1-to-1 CTU1 cytosolic thiouridylase subunit 1	1	FALSE	TRUE	FALSE
c97124-g1 3-to-2 HCLS1,CTTN hematopoietic cell-specific Lyn substrate 1	1	TRUE	TRUE	TRUE
c97124-g3 CORTACTIN (Hematopoietic cell-specific lyn substrate 1) - emapper OG	1	TRUE	TRUE	TRUE
c97124-g4 CORTACTIN (Hematopoietic cell-specific lyn substrate 1) - emapper OG	1	TRUE	TRUE	TRUE
c97125-g1 1-to-1 BFAR bifunctional apoptosis regulator	1	TRUE	TRUE	TRUE
c97126-g1 1-to-1 TBC1D20 TBC1 domain family member 20	1	TRUE	FALSE	FALSE
c97130-g1 (Thioredoxin) - emapper OG	1	TRUE	FALSE	FALSE
c97134-g1 1-to-1 TRAPPC5 trafficking protein particle complex 5	1	TRUE	FALSE	FALSE
c97136-g3 3-to-1 VWA8 von Willebrand factor A domain containing 8	1	TRUE	FALSE	FALSE
c97137-g1 (Inherit from euNOG: Translocase of chloroplast) - emapper OG	1	TRUE	TRUE	TRUE
c97139-g2 1-to-1 FTSJ1 FtsJ RNA methyltransferase homolog 1 (E. coli)	1	TRUE	FALSE	FALSE
c97142-g1	1	FALSE	TRUE	FALSE
c97143-g2 1-to-1 MLH1 mutL homolog 1	1	FALSE	TRUE	FALSE
c97153-g1 1-to-3 AURKA,AURKC,AURKB aurora kinase A	1	TRUE	TRUE	TRUE
c97157-g1 SPAC13G7.11, Schizosaccharomyces pombe (strain 972..	1	TRUE	FALSE	FALSE
c97158-g1	1	TRUE	FALSE	FALSE
c97174-g1 1-to-1 C2CD5 C2 calcium dependent domain containing 5	3	TRUE	TRUE	TRUE
c97180-g1 hs-TMEM116	1	FALSE	TRUE	FALSE
c97181-g1 (Sulfotransferase domain) - emapper OG	1	TRUE	TRUE	TRUE
c97182-g1 1-to-2 MDP1,NEDD8-MDP1 magnesium dependent phosphatase 1	1	TRUE	TRUE	TRUE
c97184-g2 3-to-3 CAPZA1,CAPZA3,CAPZA2 capping actin protein of muscle Z-line alpha subunit 1	1	TRUE	TRUE	TRUE
c97186-g1 1-to-1 MVP major vault protein	1	TRUE	TRUE	TRUE
c97187-g1 1-to-1 PIH1D1 PIH1 domain containing 1	1	TRUE	FALSE	FALSE
c97191-g1 1-to-1 KLHL24 kelch like family member 24	1	TRUE	FALSE	FALSE
c97193-g2 1-to-1 PIGS phosphatidylinositol glycan anchor biosynthesis class S	1	TRUE	FALSE	FALSE
c97194-g1 gp109, Delftia phage PhiW-14	1	TRUE	FALSE	FALSE
c97194-g2 1-to-1 DPH7 diphthamide biosynthesis 7	1	TRUE	FALSE	FALSE
c97196-g1 (butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1) - emapper OG	1	TRUE	FALSE	FALSE
c97198-g2	1	FALSE	TRUE	FALSE
c97200-g1 1-to-1 EPHX2 epoxide hydrolase 2	1	TRUE	FALSE	FALSE
c97201-g1 1-to-2 CNOT7,CNOT8 CCR4-NOT transcription complex subunit 7	1	TRUE	FALSE	FALSE
c97203-g1	1	TRUE	FALSE	FALSE
c97204-g2 1-to-1 RFC2 replication factor C subunit 2	1	TRUE	FALSE	FALSE
c97206-g1 1-to-1 FLCN folliculin	1	FALSE	TRUE	FALSE
c97207-g1 1-to-2 COPS7B,COPS7A COP9 signalosome subunit 7B	1	TRUE	TRUE	TRUE
c97213-g2 CELF1 (CUGBP, Elav-like family member 1) - blastp	1	TRUE	TRUE	TRUE
c97214-g1 P, Rabies virus (strain Pasteur vaccins / PV)	2	FALSE	TRUE	FALSE
c97216-g1 RAB10 (RAB10, member RAS oncogene family) - blastp	1	TRUE	FALSE	FALSE
c97218-g1 1-to-1 DCAF6 DDB1 and CUL4 associated factor 6	1	FALSE	TRUE	FALSE
c97218-g2 1-to-1 RPF2 ribosome production factor 2 homolog	2	TRUE	TRUE	FALSE
c97226-g1 hs-SUSD3,PCDH12,DSG3,PCDH18,BTLA,TREML1,PCDH19	1	FALSE	TRUE	FALSE
c97227-g1 1-to-1 TYW5 tRNA-yW synthesizing protein 5	1	TRUE	FALSE	FALSE
c97232-g1 1-to-1 BORCS8 BLOC-1 related complex subunit 8	1	TRUE	FALSE	FALSE
c97236-g1 1-to-1 POP7 POP7 homolog, ribonuclease P/MRP subunit	1	FALSE	TRUE	FALSE
c97239-g1 PGUG-01406 (phosphoglycerate mutase family) - emapper OG	1	TRUE	FALSE	FALSE
c97240-g1 TMED3 (Transmembrane emp24 protein transport domain containing) - emapper OG	1	TRUE	FALSE	FALSE
c97242-g1 1-to-1 SRP19 signal recognition particle 19	1	TRUE	FALSE	FALSE
c97243-g1 1-to-1 GBE1 1,4-alpha-glucan branching enzyme 1	2	TRUE	TRUE	TRUE
c97251-g1 1-to-1 OPA3 OPA3, outer mitochondrial membrane lipid metabolism regulator	1	TRUE	FALSE	FALSE
c97253-g1 hs-FAM86B2,EEF2KMT,CAMKMT,NTMT2,METTL18,ETFBKMT,METTL..	1	TRUE	FALSE	FALSE
c97254-g2 1-to-2 WDR91,ARMC9 WD repeat domain 91	1	TRUE	TRUE	TRUE
c97255-g1 1-to-1 COMMD8 COMM domain containing 8	1	TRUE	FALSE	FALSE
c97257-g2 3-to-1 P2RX4 purinergic receptor P2X 4	1	FALSE	TRUE	FALSE
c97257-g3 1-to-1 RNASEH2B ribonuclease H2 subunit B	1	TRUE	FALSE	FALSE
c97259-g1 1-to-1 BLOC1S6 biogenesis of lysosomal organelles complex 1 subunit 6	1	TRUE	FALSE	FALSE
c97261-g1	1	TRUE	FALSE	FALSE
c97265-g1 1-to-1 MAD2L2 mitotic arrest deficient 2 like 2	1	TRUE	FALSE	FALSE
c97268-g1 hs-LST1,GAPT,SCIMP,FAM163A,TRAT1,FAM24B,FAM163B,RHEX,..	1	FALSE	TRUE	FALSE
c97270-g1 PNP (The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic	1	TRUE	TRUE	TRUE
c97271-g3	1	TRUE	TRUE	TRUE
c97271-g4 1-to-2 FAM160B2,FAM160B1 family with sequence similarity 160 member B2	1	TRUE	FALSE	FALSE
c97275-g1 RALGPS2 (Ral GEF with PH domain and SH3 binding motif 2) - blastp	1	FALSE	TRUE	FALSE
c97275-g4	1	FALSE	TRUE	FALSE
c97280-g1 2-to-2 RALA,RALB RAS like proto-oncogene A	1	TRUE	TRUE	TRUE
c97281-g1 1-to-1 SNAPIN SNAP associated protein	1	TRUE	FALSE	FALSE
c97282-g1 VCPIP1 (OTU domain containing) - emapper OG	2	TRUE	TRUE	FALSE
c97283-g1 1-to-1 UBE2M ubiquitin conjugating enzyme E2 M	1	TRUE	FALSE	FALSE
c97286-g1 1-to-1 DNAJA3 DnaJ heat shock protein family (Hsp40) member A3	3	TRUE	FALSE	FALSE
c97288-g1 hs-MIS12,PMF1	1	TRUE	FALSE	FALSE
c97291-g1 1-to-1 RNF7 ring finger protein 7	1	TRUE	TRUE	TRUE
c97294-g1 (ATPase MipZ) - emapper OG	1	TRUE	FALSE	FALSE
c97298-g1 GLA (Galactosidase, alpha) - emapper OG	1	TRUE	FALSE	FALSE
c97303-g1 1-to-1 NBAS neuroblastoma amplified sequence	2	TRUE	TRUE	FALSE
c97306-g2 24-to-1 CYP24A1 cytochrome P450 family 24 subfamily A member 1	1	TRUE	FALSE	FALSE
c97308-g1	1	FALSE	TRUE	FALSE
c97308-g2	1	TRUE	FALSE	FALSE
c97310-g1	1	FALSE	TRUE	FALSE
c97310-g2 1-to-1 AMOT angiomotin	2	FALSE	TRUE	FALSE
c97314-g1 hs-SMCO3	1	TRUE	FALSE	FALSE
c97316-g1 1-to-1 TRMT6 tRNA methyltransferase 6	1	TRUE	TRUE	TRUE
c97318-g1 1-to-1 TRMT5 tRNA methyltransferase 5	1	TRUE	TRUE	TRUE
c97319-g2	1	TRUE	FALSE	FALSE
c97320-g1 2-to-1 EFHB EF-hand domain family member B	2	TRUE	TRUE	FALSE
c97324-g1 4-to-2 PARP15,PARP14 poly(ADP-ribose) polymerase family member 15	1	TRUE	TRUE	TRUE
c97325-g1 1-to-1 MIOX myo-inositol oxygenase	1	TRUE	FALSE	FALSE
c97328-g1 hs-TWIST2,ASCL4,ID1	1	FALSE	TRUE	FALSE
c97329-g1 KMO (kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)) - blastp	1	TRUE	TRUE	TRUE
