Automated.name	clean_annotation_name	clean_annotation_name_fixed	Plot_Module	Label_Name	module
c101336-g2 (Inherit from KOG: rho guanine nucleotide exchange factor) - emapper OG	NA	NA	FALSE	FALSE	Rho signaling
c99144-g2 RIMBP2 (RIMS binding protein 2) - blastp	NA	NA	FALSE	FALSE	Exocytosis
c99144-g2 RIMBP2 (RIMS binding protein 2) - blastp	NA	NA	FALSE	FALSE	Regulation of calcium signaling
c99144-g2 RIMBP2 (RIMS binding protein 2) - blastp	NA	NA	FALSE	FALSE	Vesicular trafficking
c92415-g1 hs-SEC61B	SEC61B	SEC61B	FALSE	FALSE	Vesicular trafficking
c92647-g1 1-to-1 CCT5 chaperonin containing TCP1 subunit 5	CCT5	CCT5	FALSE	FALSE	Actin dynamics
c92647-g1 1-to-1 CCT5 chaperonin containing TCP1 subunit 5	CCT5	CCT5	FALSE	FALSE	Chaperone
c92647-g1 1-to-1 CCT5 chaperonin containing TCP1 subunit 5	CCT5	CCT5	FALSE	FALSE	Microtubule dynamics
c92709-g1 1-to-1 RAB18 RAB18, member RAS oncogene family	RAB18	RAB18	FALSE	FALSE	Vesicular trafficking
c92727-g1 (7 transmembrane receptor (rhodopsin family)) - emapper OG	7transmembranereceptorrhodopsinfamily	7transmembranereceptorrhodopsinfamily	TRUE	TRUE	GPCR signaling
c104270-g1 RNF10 (Ring finger protein 10) - emapper OG	NA	NA	FALSE	FALSE	Regulation of inflammation
c104270-g1 RNF10 (Ring finger protein 10) - emapper OG	NA	NA	FALSE	FALSE	Vesicular trafficking
c104629-g1 RNF14 (ring finger protein 14) - blastp	NA	NA	FALSE	FALSE	Regulation of inflammation
c104629-g1 RNF14 (ring finger protein 14) - blastp	NA	NA	FALSE	FALSE	Vesicular trafficking
c102686-g1 1-to-1 RNF31 ring finger protein 31	NA	NA	FALSE	FALSE	Regulation of inflammation
c102686-g1 1-to-1 RNF31 ring finger protein 31	NA	NA	FALSE	FALSE	Vesicular trafficking
c103496-g1 1-to-1 RNF41 ring finger protein 41	NA	NA	FALSE	FALSE	Regulation of inflammation
c103496-g1 1-to-1 RNF41 ring finger protein 41	NA	NA	FALSE	FALSE	Vesicular trafficking
c93637-g1 1-to-3 ELMSAN1,ZNF541,TRERF1 ELM2 and Myb/SANT domain containing 1	ELMSAN1,ZNF541,TRERF1	ELMSAN1,ZNF541,TRERF1	FALSE	FALSE	Regulation of cell cycle
c103029-g2 1-to-2 RPGRIP1L,RPGRIP1 RPGRIP1 like	NA	NA	FALSE	FALSE	Regulation of ciliary function
c101413-g1 1-to-4 RPS6KA6,RPS6KA3,RPS6KA2,RPS6KA1 ribosomal protein S6 kinase A6	NA	NA	FALSE	FALSE	RNA processing
c94114-g1 1-to-1 TRAPPC9 trafficking protein particle complex 9	TRAPPC9	TRAPPC9	FALSE	FALSE	Regulation of inflammation
c94114-g1 1-to-1 TRAPPC9 trafficking protein particle complex 9	TRAPPC9	TRAPPC9	FALSE	FALSE	Vesicular trafficking
c94205-g1 1-to-8 AGAP1,AGAP5,AGAP3,AGAP9... ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	AGAP1,AGAP5,AGAP3,AGAP9...	AGAP1,AGAP5,AGAP3,AGAP9...	FALSE	FALSE	Vesicular trafficking
c102407-g1 1-to-1 RSRC2 arginine and serine rich coiled-coil 2	NA	NA	FALSE	FALSE	Regulation of cell cycle
c94604-g1 1-to-3 ABI3,ABI2,ABI1 ABI family member 3	ABI3,ABI2,ABI1	ABI3,ABI2,ABI1	TRUE	FALSE	Actin network assembly
c94604-g1 1-to-3 ABI3,ABI2,ABI1 ABI family member 3	ABI3,ABI2,ABI1	ABI3,ABI2,ABI1	TRUE	FALSE	Cdc42 GTPase signaling
c94604-g1 1-to-3 ABI3,ABI2,ABI1 ABI family member 3	ABI3,ABI2,ABI1	ABI3,ABI2,ABI1	TRUE	FALSE	Rac1 GTPase signaling
c94604-g1 1-to-3 ABI3,ABI2,ABI1 ABI family member 3	ABI3,ABI2,ABI1	ABI3,ABI2,ABI1	TRUE	FALSE	Rho signaling
c102173-g1 1-to-1 RTF1 RTF1 homolog, Paf1/RNA polymerase II complex component	NA	NA	FALSE	FALSE	Regulation of cell cycle
c94614-g1 hs-ITGB1BP1,PID1	ITGB1BP1,PID1	ITGB1BP1,PID1	TRUE	FALSE	Regulation of adhesion complexes
c103625-g2 1-to-1 RUNDC1 RUN domain containing 1	NA	NA	FALSE	FALSE	Lysosomes
c103625-g2 1-to-1 RUNDC1 RUN domain containing 1	NA	NA	FALSE	FALSE	Vesicular trafficking
c100709-g1 1-to-2 SAXO2,SAXO1 stabilizer of axonemal microtubules 2	NA	NA	FALSE	FALSE	Microtubule dynamics
c100709-g1 1-to-2 SAXO2,SAXO1 stabilizer of axonemal microtubules 2	NA	NA	FALSE	FALSE	Regulation of ciliary function
c102914-g1 1-to-1 SCAP SREBF chaperone	NA	NA	FALSE	FALSE	Phospholipid signaling
c104659-g1 2-to-5 SEC14L3,SEC14L4,SEC14L6,AC004832.3... SEC14 like lipid binding 3	NA	NA	FALSE	FALSE	Vesicular trafficking
c94792-g1 hs-MSRB2,MSRB3	MSRB2,MSRB3	MSRB2,MSRB3	FALSE	FALSE	NO signaling
c94867-g1 ARCN1 (Archain 1) - emapper OG	ARCN1	ARCN1	FALSE	FALSE	Vesicular trafficking
c104633-g1 1-to-2 SEC31B,SEC31A SEC31 homolog B, COPII coat complex component	NA	NA	FALSE	FALSE	Vesicular trafficking
c94974-g1 hs-CDC42EP1	CDC42EP1	CDC42EP1	TRUE	TRUE	Cdc42 GTPase signaling
c94974-g1 hs-CDC42EP1	CDC42EP1	CDC42EP1	TRUE	TRUE	Regulation of cytoskeleton at the membrane
c94974-g1 hs-CDC42EP1	CDC42EP1	CDC42EP1	TRUE	TRUE	Rho signaling
c103046-g2 1-to-1 SEC62 SEC62 homolog, preprotein translocation factor	NA	NA	FALSE	FALSE	Vesicular trafficking
c95151-g1 RNF17 (RING finger protein 17) - emapper OG	RNF17	RNF17	FALSE	FALSE	RNA processing
c95204-g1 1-to-1 DEPTOR DEP domain containing MTOR interacting protein	DEPTOR	DEPTOR	TRUE	TRUE	Lysosomes
c95204-g1 1-to-1 DEPTOR DEP domain containing MTOR interacting protein	DEPTOR	DEPTOR	TRUE	TRUE	MTORC2 signaling
c95234-g1 2-to-2 SLC27A1,SLC27A4 solute carrier family 27 member 1	SLC27A1,SLC27A4	SLC27A1,SLC27A4	FALSE	FALSE	Plasma membrane transporter
c95282-g1 1-to-3 LPIN2,LPIN3,LPIN1 lipin 2	LPIN2,LPIN3,LPIN1	LPIN2,LPIN3,LPIN1	FALSE	FALSE	Phospholipid signaling
c95308-g1 1-to-3 CDK2,CDK3,CDK3 cyclin dependent kinase 2	CDK2,CDK3,CDK3	CDK2,CDK3,CDK3	FALSE	FALSE	Regulation of cell cycle
c104030-g2 1-to-1 SF3B2 splicing factor 3b subunit 2	NA	NA	FALSE	FALSE	RNA processing
c95437-g1 1-to-3 FMNL2,FMNL1,FMNL3 formin like 2	FMNL2,FMNL1,FMNL3	FMNL2,FMNL1,FMNL3	TRUE	FALSE	Actin dynamics
c99214-g1 3-to-2 SLC25A2,SLC25A15 solute carrier family 25 member 2	NA	NA	FALSE	FALSE	Plasma membrane transporter
c101847-g1 5-to-9 SLC26A4,SLC26A2,SLC26A5,SLC26A7... solute carrier family 26 member 4	NA	NA	FALSE	FALSE	Plasma membrane transporter
c95660-g3 1-to-1 TRAPPC12 trafficking protein particle complex 12	TRAPPC12	TRAPPC12	FALSE	FALSE	Vesicular trafficking
c95662-g1 AIMP1 (complex-interacting multifunctional protein) - emapper OG	AIMP1	AIMP1	FALSE	FALSE	RNA processing
c100878-g3 SLC26A5 (solute carrier family 26) - emapper OG	NA	NA	FALSE	FALSE	Plasma membrane transporter
c98223-g1 3-to-1 SLC39A14 solute carrier family 39 member 14	NA	NA	FALSE	FALSE	Plasma membrane transporter
c95770-g1 1-to-1 DAP death associated protein	DAP	DAP	FALSE	FALSE	Apoptosis
c79241-g1 SLC47A1 (Solute carrier family 47 member) - emapper OG	NA	NA	FALSE	FALSE	Plasma membrane transporter
c99167-g1 1-to-1 SMARCB1 SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily	NA	NA	FALSE	FALSE	Regulation of cell cycle
c95824-g1 2-to-2 ASMT,ASMTL acetylserotonin O-methyltransferase	ASMT,ASMTL	ASMT,ASMTL	FALSE	FALSE	Metabolism
c104956-g1 1-to-1 SMG1 SMG1, nonsense mediated mRNA decay associated PI3K related kinase	NA	NA	FALSE	FALSE	RNA processing
c95900-g2 TICRR (TOPBP1-interacting checkpoint and replication regulator) - blastp	TICRR	TICRR	FALSE	FALSE	Regulation of cell cycle
c101038-g2 1-to-1 SMG5 SMG5, nonsense mediated mRNA decay factor	NA	NA	FALSE	FALSE	RNA processing
c103284-g4 4-to-2 SOAT2,SOAT1 sterol O-acyltransferase 2	NA	NA	FALSE	FALSE	Phospholipid signaling
c95961-g1 1-to-3 ARHGAP18,ARHGAP40,ARHGAP28 Rho GTPase activating protein 18	ARHGAP18,ARHGAP40,ARHGAP28	ARHGAP18,ARHGAP40,ARHGAP28	TRUE	TRUE	RhoA GTPase signaling
c95961-g1 1-to-3 ARHGAP18,ARHGAP40,ARHGAP28 Rho GTPase activating protein 18	ARHGAP18,ARHGAP40,ARHGAP28	ARHGAP18,ARHGAP40,ARHGAP28	TRUE	TRUE	Rho signaling
c96027-g1 SH2D4B (SH2 domain containing 4B) - blastp	SH2D4B	SH2D4B	FALSE	FALSE	Regulation of inflammation
c96056-g1 (glutamine synthetase) - emapper OG	glutaminesynthetase	glutaminesynthetase	FALSE	FALSE	Metabolism
c104244-g4 SOS2 (Son of sevenless homolog) - emapper OG	NA	NA	FALSE	FALSE	Ras GTPase signaling
c94607-g1 SPAC8C9.04, Schizosaccharomyces pombe (strain 972 ..	NA	NA	FALSE	FALSE	NO signaling
c89399-g2 SPECC1L (Sperm antigen with calponin homology and coiled-coil domains) - emapper OG	NA	NA	TRUE	FALSE	Actomyosin contractility
c89399-g2 SPECC1L (Sperm antigen with calponin homology and coiled-coil domains) - emapper OG	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c89399-g2 SPECC1L (Sperm antigen with calponin homology and coiled-coil domains) - emapper OG	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c96196-g3 MPDZ (Multiple PDZ domain protein) - emapper OG	MPDZ	MPDZ	FALSE	FALSE	Regulation of adhesion complexes
c91461-g1 1-to-2 SPIRE2,SPIRE1 spire type actin nucleation factor 2	NA	NA	TRUE	FALSE	Actin dynamics
c91461-g1 1-to-2 SPIRE2,SPIRE1 spire type actin nucleation factor 2	NA	NA	TRUE	FALSE	Vesicular trafficking
c96307-g1 1-to-2 STK17B,STK17A serine/threonine kinase 17b	STK17B,STK17A	STK17B,STK17A	FALSE	FALSE	Apoptosis
c96316-g1 FLNB (Filamin A, alpha) - emapper OG	FLNB	FLNB	TRUE	FALSE	Actin dynamics
c96316-g1 FLNB (Filamin A, alpha) - emapper OG	FLNB	FLNB	TRUE	FALSE	Actomyosin contractility
c97367-g1 1-to-2 SRPK1,SRPK2 SRSF protein kinase 1	NA	NA	FALSE	FALSE	RNA processing
c102205-g1 1-to-1 SRPRA SRP receptor alpha subunit	NA	NA	FALSE	FALSE	Exocytosis
c96490-g1 SPAG1 (Sperm associated antigen 1) - emapper OG	SPAG1	SPAG1	FALSE	FALSE	Regulation of ciliary function
c101893-g1 1-to-1 SRRM2 serine/arginine repetitive matrix 2	NA	NA	FALSE	FALSE	RNA processing
c99508-g1 7-to-1 STARD9 StAR related lipid transfer domain containing 9	NA	NA	FALSE	FALSE	Microtubule dynamics
c96584-g1 1-to-3 KIF2B,KIF2C,KIF2A kinesin family member 2B	KIF2B,KIF2C,KIF2A	KIF2B,KIF2C,KIF2A	FALSE	FALSE	Microtubule dynamics
c96584-g1 1-to-3 KIF2B,KIF2C,KIF2A kinesin family member 2B	KIF2B,KIF2C,KIF2A	KIF2B,KIF2C,KIF2A	FALSE	FALSE	Vesicular trafficking
c96636-g1 1-to-1 LRRK2 leucine rich repeat kinase 2	LRRK2	LRRK2	FALSE	FALSE	Lysosomes
c96636-g1 1-to-1 LRRK2 leucine rich repeat kinase 2	LRRK2	LRRK2	FALSE	FALSE	Vesicular trafficking
c97737-g1 1-to-3 STK25,STK24,STK26 serine/threonine kinase 25	NA	NA	FALSE	FALSE	NO signaling
c97737-g1 1-to-3 STK25,STK24,STK26 serine/threonine kinase 25	NA	NA	FALSE	FALSE	Regulation of inflammation
c96684-g1 (intersectin 2) - emapper OG	intersectin2	intersectin2	TRUE	FALSE	Cdc42 GTPase signaling
c96684-g1 (intersectin 2) - emapper OG	intersectin2	intersectin2	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c96684-g1 (intersectin 2) - emapper OG	intersectin2	intersectin2	TRUE	FALSE	Vesicular trafficking
c96684-g1 (intersectin 2) - emapper OG	intersectin2	intersectin2	TRUE	FALSE	Rho signaling
c96711-g1 1-to-2 MLXIP,MLXIPL MLX interacting protein	MLXIP,MLXIPL	MLXIP,MLXIPL	FALSE	FALSE	Metabolism
c96711-g1 1-to-2 MLXIP,MLXIPL MLX interacting protein	MLXIP,MLXIPL	MLXIP,MLXIPL	FALSE	FALSE	Phospholipid signaling
c96723-g1 ARSB (oculocutaneous albinism II) - emapper OG	ARSB	ARSB	FALSE	FALSE	Metabolism
c96723-g1 ARSB (oculocutaneous albinism II) - emapper OG	ARSB	ARSB	FALSE	FALSE	Phospholipid signaling
c102331-g1 1-to-2 STK4,STK3 serine/threonine kinase 4	NA	NA	FALSE	FALSE	Apoptosis
c96783-g1 SH3PXD2B (SH3 and PX domains) - emapper OG	SH3PXD2B	SH3PXD2B	TRUE	FALSE	Phospholipid signaling
c96783-g1 SH3PXD2B (SH3 and PX domains) - emapper OG	SH3PXD2B	SH3PXD2B	TRUE	FALSE	Regulation of adhesion complexes
c96783-g1 SH3PXD2B (SH3 and PX domains) - emapper OG	SH3PXD2B	SH3PXD2B	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c96796-g1 1-to-1 SPART spartin	SPART	SPART	TRUE	FALSE	Phospholipid signaling
c96796-g1 1-to-1 SPART spartin	SPART	SPART	TRUE	FALSE	Vesicular trafficking
c100635-g2 stmn2-a, Xenopus laevis	NA	NA	FALSE	FALSE	Microtubule dynamics
c96834-g1 1-to-2 AJUBA,WTIP ajuba LIM protein	AJUBA,WTIP	AJUBA,WTIP	FALSE	FALSE	Rac1 GTPase signaling
c96834-g1 1-to-2 AJUBA,WTIP ajuba LIM protein	AJUBA,WTIP	AJUBA,WTIP	FALSE	FALSE	Regulation of adhesion complexes
c96834-g1 1-to-2 AJUBA,WTIP ajuba LIM protein	AJUBA,WTIP	AJUBA,WTIP	FALSE	FALSE	Rho signaling
c96865-g1 1-to-2 RRAGB,RRAGA Ras related GTP binding B	RRAGB,RRAGA	RRAGB,RRAGA	FALSE	FALSE	Lysosomes
c96865-g1 1-to-2 RRAGB,RRAGA Ras related GTP binding B	RRAGB,RRAGA	RRAGB,RRAGA	FALSE	FALSE	MTORC1 signaling
c103881-g1 1-to-2 STRIP2,STRIP1 striatin interacting protein 2	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c103881-g1 1-to-2 STRIP2,STRIP1 striatin interacting protein 2	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c96925-g1 (Inherit from opiNOG: glycine-rich RNA binding protein) - emapper OG	glycine-richRNAbindingprotein	glycine-richRNAbindingprotein	FALSE	FALSE	RNA processing
c99180-g1 1-to-1 STX8 syntaxin 8	NA	NA	FALSE	FALSE	Exocytosis
c99180-g1 1-to-1 STX8 syntaxin 8	NA	NA	FALSE	FALSE	Vesicular trafficking
c103426-g1 (Inherit from NOG: bZIP Maf transcription factor) - emapper OG	NA	NA	FALSE	FALSE	Exocytosis
c103426-g1 (Inherit from NOG: bZIP Maf transcription factor) - emapper OG	NA	NA	FALSE	FALSE	Regulation of calcium signaling
c97027-g1 1-to-2 SENP2,SENP1 SUMO1/sentrin/SMT3 specific peptidase 2	SENP2,SENP1	SENP2,SENP1	TRUE	FALSE	Differentiation (muscle cell related)
c97038-g1 1-to-2 GRPEL1,GRPEL2 GrpE like 1, mitochondrial	GRPEL1,GRPEL2	GRPEL1,GRPEL2	FALSE	FALSE	Chaperone
c97043-g1 1-to-4 CLK4,CLK2,CLK3,CLK1 CDC like kinase 4	CLK4,CLK2,CLK3,CLK1	CLK4,CLK2,CLK3,CLK1	FALSE	FALSE	RNA processing
c101791-g1 SUGP1 (SURP and G-patch domain containing 1) - blastp	NA	NA	FALSE	FALSE	RNA processing
c97086-g1 CERK (ceramide kinase) - emapper OG	CERK	CERK	FALSE	FALSE	Metabolism
c97086-g1 CERK (ceramide kinase) - emapper OG	CERK	CERK	FALSE	FALSE	Phospholipid signaling
c97095-g1 1-to-3 RASEF,CRACR2A,RAB44 RAS and EF-hand domain containing	RASEF,CRACR2A,RAB44	RASEF,CRACR2A,RAB44	FALSE	FALSE	JNK/p38 MAPK signaling
c97095-g1 1-to-3 RASEF,CRACR2A,RAB44 RAS and EF-hand domain containing	RASEF,CRACR2A,RAB44	RASEF,CRACR2A,RAB44	FALSE	FALSE	Vesicular trafficking
c89303-g1 2-to-2 SWAP70,DEF6 SWAP switching B-cell complex subunit 70	NA	NA	FALSE	FALSE	Actin dynamics
c89303-g1 2-to-2 SWAP70,DEF6 SWAP switching B-cell complex subunit 70	NA	NA	FALSE	FALSE	Rho signaling
c97124-g1 3-to-2 HCLS1,CTTN hematopoietic cell-specific Lyn substrate 1	HCLS1,CTTN	HCLS1,CTTN	FALSE	FALSE	Actin network assembly
c97124-g3 CORTACTIN (Hematopoietic cell-specific lyn substrate 1) - emapper OG	CORTACTIN	CORTACTIN	TRUE	FALSE	Actin network assembly
c97124-g4 CORTACTIN (Hematopoietic cell-specific lyn substrate 1) - emapper OG	CORTACTIN	CORTACTIN	TRUE	TRUE	Actin network assembly
c97125-g1 1-to-1 BFAR bifunctional apoptosis regulator	BFAR	BFAR	FALSE	FALSE	Apoptosis
c101179-g1 1-to-1 SYT17 synaptotagmin 17	NA	NA	FALSE	FALSE	Exocytosis
c101179-g1 1-to-1 SYT17 synaptotagmin 17	NA	NA	FALSE	FALSE	Vesicular trafficking
c104323-g1 1-to-2 SYNJ2,SYNJ1 synaptojanin 2	NA	NA	FALSE	FALSE	Phospholipid signaling
c104323-g1 1-to-2 SYNJ2,SYNJ1 synaptojanin 2	NA	NA	FALSE	FALSE	Vesicular trafficking
c103016-g6 1-to-2 SYNJ2BP,SYNJ2BP-COX16 synaptojanin 2 binding protein	NA	NA	FALSE	FALSE	Phospholipid signaling
c103016-g6 1-to-2 SYNJ2BP,SYNJ2BP-COX16 synaptojanin 2 binding protein	NA	NA	FALSE	FALSE	Vesicular trafficking
c97186-g1 1-to-1 MVP major vault protein	MVP	MVP	FALSE	FALSE	JNK/p38 MAPK signaling
c97186-g1 1-to-1 MVP major vault protein	MVP	MVP	FALSE	FALSE	Regulation of inflammation
c100532-g1 1-to-1 SZT2 SZT2, KICSTOR complex subunit	NA	NA	FALSE	FALSE	MTORC1 signaling
c104066-g1 1-to-3 TAOK1,TAOK2,TAOK3 TAO kinase 1	NA	NA	FALSE	FALSE	JNK/p38 MAPK signaling
c97324-g1 4-to-2 PARP15,PARP14 poly(ADP-ribose) polymerase family member 15	PARP15,PARP14	PARP15,PARP14	FALSE	FALSE	Regulation of inflammation
c97337-g3 2-to-4 TPD52L2,TPD52,TPD52L1 tumor protein D52 like 2	TPD52L2,TPD52,TPD52L1	TPD52L2,TPD52,TPD52L1	FALSE	FALSE	Apoptosis
c97337-g3 2-to-4 TPD52L2,TPD52,TPD52L1 tumor protein D52 like 2	TPD52L2,TPD52,TPD52L1	TPD52L2,TPD52,TPD52L1	FALSE	FALSE	Vesicular trafficking
c97357-g1 1-to-1 TRAK2 trafficking kinesin protein 2	TRAK2	TRAK2	FALSE	FALSE	Microtubule dynamics
c97357-g1 1-to-1 TRAK2 trafficking kinesin protein 2	TRAK2	TRAK2	FALSE	FALSE	Vesicular trafficking
c113116-g1 1-to-1 TBC1D31 TBC1 domain family member 31	NA	NA	FALSE	FALSE	Regulation of ciliary function
c97419-g1 ARCN1 (Archain 1) - emapper OG	ARCN1	ARCN1	FALSE	FALSE	Vesicular trafficking
c97446-g1 2-to-2 DOK1,DOK3 docking protein 1	DOK1,DOK3	DOK1,DOK3	FALSE	FALSE	JNK/p38 MAPK signaling
c97504-g1 1-to-1 SEPT7 septin 7	SEPT7	SEPT7	TRUE	TRUE	Actin dynamics
c97504-g1 1-to-1 SEPT7 septin 7	SEPT7	SEPT7	TRUE	TRUE	Microtubule dynamics
c97504-g1 1-to-1 SEPT7 septin 7	SEPT7	SEPT7	TRUE	TRUE	Regulation of adhesion complexes
c94628-g1 1-to-1 TCTEX1D1 Tctex1 domain containing 1	NA	NA	FALSE	FALSE	Differentiation (muscle cell related)
c103586-g1 1-to-1 TDRD7 tudor domain containing 7	NA	NA	FALSE	FALSE	RNA processing
c97672-g1 CCDC105 (coiled-coil domain containing 105) - emapper OG	CCDC105	CCDC105	FALSE	FALSE	Regulation of ciliary function
c97682-g1 1-to-1 PPP4R1 protein phosphatase 4 regulatory subunit 1	PPP4R1	PPP4R1	FALSE	FALSE	Regulation of inflammation
c103619-g1 1-to-2 TESK2,TESK1 testis-specific kinase 2	NA	NA	TRUE	FALSE	Actin dynamics
c103619-g1 1-to-2 TESK2,TESK1 testis-specific kinase 2	NA	NA	TRUE	FALSE	Actomyosin contractility
c103619-g1 1-to-2 TESK2,TESK1 testis-specific kinase 2	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c97752-g2 INO80E (INO80 complex subunit E) - emapper OG	INO80E	INO80E	FALSE	FALSE	Regulation of cell cycle
c100092-g2 1-to-1 TEX2 testis expressed 2	NA	NA	FALSE	FALSE	Lysosomes
c100092-g2 1-to-1 TEX2 testis expressed 2	NA	NA	FALSE	FALSE	Phospholipid signaling
c97826-g1 1-to-4 TCEA2,TCEA3,TCEA1,TCEANC transcription elongation factor A2	TCEA2,TCEA3,TCEA1,TCEANC	TCEA2,TCEA3,TCEA1,TCEANC	FALSE	FALSE	Chaperone
c97895-g1 1-to-1 EIF2B4 eukaryotic translation initiation factor 2B subunit delta	EIF2B4	EIF2B4	FALSE	FALSE	RNA processing
c97909-g1 1-to-1 UBFD1 ubiquitin family domain containing 1	UBFD1	UBFD1	FALSE	FALSE	Regulation of inflammation
c98878-g1 (thymine-DNA glycosylase) - emapper OG	NA	NA	FALSE	FALSE	Metabolism
c97953-g1 (Actin) - emapper OG	Actin	Actin	TRUE	FALSE	Actin dynamics
c97953-g1 (Actin) - emapper OG	Actin	Actin	TRUE	FALSE	Actin network assembly
c97953-g1 (Actin) - emapper OG	Actin	Actin	TRUE	FALSE	Actomyosin contractility
c97977-g1 1-to-3 TACC1,TACC3,TACC2 transforming acidic coiled-coil containing protein 1	TACC1,TACC3,TACC2	TACC1,TACC3,TACC2	FALSE	FALSE	Microtubule dynamics
c39133-g1 1-to-2 TIAM1,TIAM2 T-cell lymphoma invasion and metastasis 1	NA	NA	FALSE	FALSE	Actin network assembly
c39133-g1 1-to-2 TIAM1,TIAM2 T-cell lymphoma invasion and metastasis 1	NA	NA	FALSE	FALSE	Rac1 GTPase signaling
c103122-g3 4-to-2 TLN1,TLN2 talin 1	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c103122-g3 4-to-2 TLN1,TLN2 talin 1	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c98058-g1 INPP4B (Inositol polyphosphate-4-phosphatase, type) - emapper OG	INPP4B	INPP4B	TRUE	FALSE	Phospholipid signaling
c98058-g1 INPP4B (Inositol polyphosphate-4-phosphatase, type) - emapper OG	INPP4B	INPP4B	TRUE	FALSE	PI3K signaling
c98068-g1 1-to-1 PPP1R9A protein phosphatase 1 regulatory subunit 9A	PPP1R9A	PPP1R9A	TRUE	FALSE	Actin dynamics
c97671-g1 1-to-1 TMEM115 transmembrane protein 115	NA	NA	FALSE	FALSE	Vesicular trafficking
c98122-g1 1-to-1 PTPN23 protein tyrosine phosphatase, non-receptor type 23	PTPN23	PTPN23	FALSE	FALSE	Regulation of ciliary function
c98122-g1 1-to-1 PTPN23 protein tyrosine phosphatase, non-receptor type 23	PTPN23	PTPN23	FALSE	FALSE	Regulation of cytoskeleton at the membrane
c98122-g1 1-to-1 PTPN23 protein tyrosine phosphatase, non-receptor type 23	PTPN23	PTPN23	FALSE	FALSE	Vesicular trafficking
c98221-g1 hs-ANKRD33	ANKRD33	ANKRD33	TRUE	FALSE	Regulation of adhesion complexes
c98221-g1 hs-ANKRD33	ANKRD33	ANKRD33	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c101966-g1 1-to-1 TMEM144 transmembrane protein 144	NA	NA	FALSE	FALSE	Metabolism
c98266-g1 1-to-1 MAPKAP1 mitogen-activated protein kinase associated protein 1	MAPKAP1	MAPKAP1	TRUE	FALSE	MTORC2 signaling
c98334-g1 XRN2 (5'-3' exoribonuclease 2) - emapper OG	XRN2	XRN2	FALSE	FALSE	RNA processing
c91075-g1 (Inherit from KOG: TNF receptor-associated factor) - emapper OG	NA	NA	FALSE	FALSE	Regulation of inflammation
c95404-g1 2-to-3 TPPP2,TPPP,TPPP3 tubulin polymerization promoting protein family member 2	NA	NA	FALSE	FALSE	Microtubule dynamics
c98476-g1 IDM2, Arabidopsis thaliana	IDM2,	IDM2	FALSE	FALSE	Chaperone
c100538-g1 1-to-1 TRAF3IP1 TRAF3 interacting protein 1	NA	NA	FALSE	FALSE	Regulation of ciliary function
c100538-g1 1-to-1 TRAF3IP1 TRAF3 interacting protein 1	NA	NA	FALSE	FALSE	Vesicular trafficking
c98481-g1 1-to-1 KANSL3 KAT8 regulatory NSL complex subunit 3	KANSL3	KANSL3	FALSE	FALSE	Regulation of ciliary function
c98514-g1 PLEKHG1 (pleckstrin homology domain containing, family G (with RhoGef domain) member) - emapper OG	PLEKHG1	PLEKHG1	TRUE	TRUE	Cdc42 GTPase signaling
c98514-g1 PLEKHG1 (pleckstrin homology domain containing, family G (with RhoGef domain) member) - emapper OG	PLEKHG1	PLEKHG1	TRUE	TRUE	Rac1 GTPase signaling
c98514-g1 PLEKHG1 (pleckstrin homology domain containing, family G (with RhoGef domain) member) - emapper OG	PLEKHG1	PLEKHG1	TRUE	TRUE	Regulation of adhesion complexes
c98514-g1 PLEKHG1 (pleckstrin homology domain containing, family G (with RhoGef domain) member) - emapper OG	PLEKHG1	PLEKHG1	TRUE	TRUE	Regulation of cytoskeleton at the membrane
c98514-g1 PLEKHG1 (pleckstrin homology domain containing, family G (with RhoGef domain) member) - emapper OG	PLEKHG1	PLEKHG1	TRUE	TRUE	Rho signaling
c84043-g1 TRIM2 (Inherit from KOG: listerin E3 ubiquitin protein ligase 1) - emapper OG	NA	NA	FALSE	FALSE	Differentiation (gland cell related)
c84043-g1 TRIM2 (Inherit from KOG: listerin E3 ubiquitin protein ligase 1) - emapper OG	NA	NA	FALSE	FALSE	Metabolism
c88097-g1 TRIM2 (Inherit from KOG: listerin E3 ubiquitin protein ligase 1) - emapper OG	NA	NA	FALSE	FALSE	Differentiation (gland cell related)
c88097-g1 TRIM2 (Inherit from KOG: listerin E3 ubiquitin protein ligase 1) - emapper OG	NA	NA	FALSE	FALSE	Metabolism
c102827-g1 2-to-1 TRIM37 tripartite motif containing 37	NA	NA	FALSE	FALSE	Regulation of cell cycle
